Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Year to be a unicorn,Return on investment
CloudBees,1,09/12/2021,Data management & analytics,San Jose,United States,North America,2010,0,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",11,0
Elemy,1,06/10/2021,Health,San Francisco,United States,North America,2019,0,"General Catalyst, Bling Capital, Felicis Ventures",2,0
Guideline,1,16/06/2021,Fintech,San Mateo,United States,North America,2015,0,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",6,0
Happy Money,1,08/02/2022,Fintech,Tustin,United States,North America,2009,0,"FirstMark Capital, Anthemis, CMFG Ventures",13,0
Rebellion Defense,1,16/09/2021,Artificial Intelligence,Washington DC,United States,North America,2019,0,"Venrock, Innovation Endeavors, Insights Partners",2,0
STORD,1,13/09/2021,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,0,"Dynamo VC, Susa Ventures, Founders Fund",6,0
At-Bay,1,27/07/2021,Fintech,Mountain View,United States,North America,2016,0,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",5,0
TELD,1,16/12/2019,Fintech,Qingdao,China,Asia,2014,0,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",5,0
Acko General Insurance,1,28/10/2021,Fintech,Bengaluru,India,Asia,2016,1,"Intact Ventures, Munich Re Ventures, General Atlantic",5,1
apna,1,15/09/2021,Internet software & services,Bengaluru,India,Asia,2019,0,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",2,0
Beyond Identity,1,22/02/2022,Cybersecurity,New York,United States,North America,2019,0,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",3,0
Carousell,1,15/09/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2012,0,"500 Global, Rakuten Ventures, Golden Gate Ventures",9,0
Chief,1,31/03/2022,Other,New York,United States,North America,2019,0,"General Catalyst, Inspired Capital, Flybridge Capital Partners",3,0
CoinDCX,1,10/08/2021,Fintech,Maharashtra,India,Asia,2017,0,"Polychain Capital, Coinbase Ventures, Jump Capital",4,0
Daily Harvest,1,16/11/2021,E-commerce & direct-to-consumer,New York,United States,North America,2014,0,"M13, Lightspeed Venture Partners, Lone Pine Capital",7,0
Enpal,1,18/10/2021,Internet software & services,Berlin,Germany,Europe,2017,0,"HV Capital, Softbank Group, BlackRock",4,0
eSentire,1,22/02/2022,Cybersecurity,Waterloo,Canada,North America,2001,0,"Edison Partners, Georgian Partners, VentureLink",21,0
Firefly Aerospace,1,04/05/2021,Other,Cedar Park,United States,North America,2014,0,"XBTO Ventures, Raven One Ventures, SK Ventures",7,0
Fundbox,1,30/11/2021,Fintech,San Francisco,United States,North America,2013,0,"Khosla Ventures, General Catalyst, Blumberg Capital",8,0
G2,1,22/06/2021,Internet software & services,Chicago,United States,North America,2012,0,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",9,0
Gaussian Robotics,1,10/11/2021,Hardware,Shanghai,China,Asia,2013,0,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",8,0
GetYourGuide,1,16/05/2019,Travel,Berlin,Germany,Europe,2009,1,"Spark Capital, Highland Europe, Sunstone Capital",10,1
GlobalBees,1,28/12/2021,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,0,"Chiratae Ventures, SoftBank Group, Trifecta Capital",0,0
Ivalua,1,21/05/2019,Fintech,Redwood City,United States,North America,2000,0,"Ardian, Tiger Global Management, KKR",19,0
Juanpi,1,14/04/2016,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,0,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",4,0
Karat,1,13/10/2021,Internet software & services,Seattle,United States,North America,2014,0,"8VC, Norwest Venture Partners, Tiger Global Management",7,0
LEAD School,1,13/01/2022,Edtech,Andheri,India,Asia,2012,0,"WestBridge Capital, GSV Ventures, Elevar Equity",10,0
Nexthink,1,08/02/2021,Data management & analytics,Prilly,Switzerland,Europe,2004,0,"Auriga, Galeo Ventures, Highland Europe",17,0
People.ai,1,11/08/2021,Internet software & services,San Francisco,United States,North America,2017,0,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",4,0
Pharmapacks,1,12/11/2020,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,0,The Carlyle Group,10,0
Rightway,1,30/03/2021,Health,New York,United States,North America,2017,0,"Thrive Capital, Khosla Ventures, Tiger Global Management",4,0
Sennder,1,14/01/2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,0,"Accelm Scania Growth Capital, Lakestar",6,0
Sisense,1,09/01/2020,Data management & analytics,New York,United States,North America,2004,0,"Opus Capital, Genesis Partners, Battery Ventures",16,0
Staffbase,1,15/03/2022,Internet software & services,Chemnitz,Germany,Europe,2014,0,"Insight Partners, e.ventures, General Atlantic",8,0
Sunbit,1,20/05/2021,Fintech,Los Angeles,United States,North America,2016,0,"Zeev Ventures, Group11, Chicago Ventures",5,0
TangoMe,1,20/03/2014,Mobile & telecommunications,Mountain View,United States,North America,2009,0,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",5,0
The Bank of London,1,30/11/2021,Fintech,London,United Kingdom,Europe,2018,0,"Mangrove Capital Partners,14W, ForgeLight",3,0
Zego,1,09/03/2021,Fintech,London,United Kingdom,Europe,2016,0,"LocalGlobe, Balderton Capital, Target Global",5,0
Nxin,1,18/09/2018,Internet software & services,Beijing,China,Asia,2015,0,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",3,0
Mamaearth,1,28/12/2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,0,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",5,0
Radius Payment Solutions,1,27/11/2017,Fintech,Crewe,United Kingdom,Europe,1990,0,Inflexion Private Equity,27,0
Rivigo,1,11/07/2019,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,0,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",5,0
Rubicon,1,25/08/2017,Other,Atlanta,United States,North America,2008,0,"Goldman Sachs, Leonardo DiCaprio, Promecap",9,0
Socar,1,16/10/2020,Auto & transportation,Jeju-do,South Korea,Asia,2012,0,"Bain Capital, Altos Ventures, Songhyun Investment",8,0
MobileCoin,1,07/07/2021,Fintech,San Francisco,United States,North America,2018,0,"General Catalyst, Future Ventures, AU21",3,0
Density,1,10/11/2021,Hardware,San Francisco,United States,North America,2014,0,"Founders Fund, Upfront Ventures, 01 Advisors",7,0
Instabase,1,21/10/2019,Data management & analytics,San Francisco,United States,North America,2015,0,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",4,0
Jiuxian,1,30/07/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,0,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",6,0
Matrixport,1,01/06/2021,Fintech,,Singapore,Asia,2019,0,"Dragonfly Captial, Qiming Venture Partners, DST Global",2,0
Mixpanel,1,15/11/2021,Internet software & services,San Francisco,United States,North America,2009,0,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",12,0
Sendbird,1,06/04/2021,Mobile & telecommunications,San Mateo,United States,North America,2013,0,"FundersClub, Y Combinator, Tiger Global Management",8,0
OrCam Technologies,1,20/02/2018,Artificial Intelligence,Jerusalem,Israel,Asia,2010,0,"Intel Capital, Aviv Venture Capital",8,0
Leap Motor,1,20/11/2018,Auto & transportation,Hangzhou,China,Asia,2015,1,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",3,1
1KMXC,1,30/08/2021,Hardware,Hangzhou,China,Asia,2014,0,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",7,0
58 Daojia,1,12/10/2015,Internet software & services,Beijing,China,Asia,2014,0,"KKR, Alibaba Group, Ping An Insurance",1,0
Agile Robots,1,09/09/2021,Hardware,Munich,Germany,Europe,2018,0,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",3,0
Aibee,1,13/04/2021,Artificial Intelligence,Beijing,China,Asia,2017,0,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",4,0
Aircall,1,23/06/2021,Internet software & services,New York,United States,North America,2014,0,"Balderton Capital, Next World Capital, Draper Esprit",7,0
Ajaib,1,04/10/2021,Fintech,Jakarta,Indonesia,Asia,2018,0,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",3,0
Alto Pharmacy,1,30/01/2020,Health,San Francisco,United States,North America,2015,1,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",5,1
Amagi,1,16/03/2022,Internet software & services,Bengaluru,India,Asia,2008,0,"Mayfield, Accel, Norwest Venture Partners",14,0
Amount,1,17/05/2021,Fintech,Chicago,United States,North America,2019,0,"Invus Group, Hanaco Venture Capital, WestCap Group",2,0
Amperity,1,13/07/2021,Artificial Intelligence,Seattle,United States,North America,2016,0,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",5,0
Anyscale,1,07/12/2021,Artificial Intelligence,Berkeley,United States,North America,2019,0,"Andreessen Horowitz, Intel Capital, Foundation Capital",2,0
Aptos,1,15/03/2022,Internet software & services,Palo Alto,United States,North America,2021,0,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",1,0
Aqua Security,1,10/03/2021,Cybersecurity,Ramat Gan,Israel,Asia,2015,0,"TLV Partners, Lightspeed Venture Partners, M12",6,0
Assembly,1,21/09/2021,Internet software & services,Culver City,United States,North America,2019,0,"Advent International, PSG, Providence Equity Partners",2,0
Assent,1,06/01/2022,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,1,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",12,1
Augury,1,26/10/2021,Artificial Intelligence,New York,United States,North America,2011,0,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",10,0
Axelar,1,15/02/2022,Internet software & services,Waterloo,Canada,North America,2020,0,"Lemniscap VC, North Island Ventures, Polychain Capital",2,0
Axiom Space,1,16/02/2021,Other,Houston,United States,North America,2016,0,"C5 Capital, Hemisphere Ventures, The Venture Collective",5,0
Banma Network Technologies,1,13/09/2018,Auto & transportation,Shanghai,China,Asia,2015,1,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",3,1
BeiBei,1,22/01/2015,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,0,"Banyan Capital, New Horizon Capital, IDG Capital Partners",4,0
BenevolentAI,1,02/06/2015,Artificial Intelligence,London,United Kingdom,Europe,2013,0,Woodford Investment Management,2,0
Berlin Brands Group,1,01/09/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,1,"Ardian, Bain Capital",16,1
Betterfly,1,01/02/2022,Artificial Intelligence,Santiago,Chile,South America,2018,0,"QED Investors, DST Global, Endeavor",4,0
BitFury,1,06/11/2018,Hardware,Amsterdam,Netherlands,Europe,2011,0,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",7,0
BlackBuck,1,22/07/2021,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,0,"Accel, Sands Capital, International Finance Corporation",6,0
Bluecore,1,05/08/2021,Artificial Intelligence,New York,United States,North America,2013,0,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",8,0
BlueVoyant,1,23/02/2022,Cybersecurity,New York,United States,North America,2017,1,"8VC, Liberty Strategic Capital, Eden Global Partners",5,1
bolttech,1,01/07/2021,Fintech,,Singapore,Asia,2018,0,"Mundi Ventures, Doqling Capital Partners, Activant Capital",3,0
Boom Supersonic,1,16/12/2020,Other,Englewood,United States,North America,2014,0,"WRVI Capital, Caffeinated Capital, Y Combinator",6,0
Bringg,1,16/06/2021,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,0,"Salesforce Ventures, next47, Pereg Ventures",8,0
C2FO,1,07/08/2019,Fintech,Leawood,United States,North America,2008,1,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",11,1
Cadence,1,14/12/2021,Health,New York,United States,North America,2020,0,"Thrive Capital, General Catalyst, Coatue Management",1,0
CAIS,1,11/01/2022,Fintech,New York,United States,North America,2009,0,"Franklin Templeton, Motive Partners, Apollo Global Management",13,0
Cameo,1,30/03/2021,Internet software & services,Chicago,United States,North America,2016,0,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",5,0
Capsule,1,28/04/2021,Health,New York,United States,North America,2016,1,"Thrive Capital, Durable Capital Partners, G Squared",5,1
CargoX,1,21/10/2021,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,0,"Valor Capital Group, Lightrock, Softbank Group",6,0
Carro,1,14/06/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,1,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",6,1
Carson Group,1,14/07/2021,Fintech,Lincoln,United States,North America,2012,0,Bain Capital,9,0
CHEQ,1,22/02/2022,Cybersecurity,New York,United States,North America,2014,0,"Battery Ventures, Tiger Global Management, Hanaco Ventures",8,0
Chronosphere,1,07/10/2021,Data management & analytics,New York,United States,North America,2019,0,"Greylock Partners, Lux Capital, General Atlantic",2,0
Cider,1,02/09/2021,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,0,"Andreessen Horowitz, DST Global, IDG Capital",1,0
Clara,1,06/12/2021,Fintech,Mexico City,Mexico,North America,2020,0,"DST Global, General Catalyst, Monashees+",1,0
Clearcover,1,13/04/2021,Fintech,Chicago,United States,North America,2016,0,"American Family Ventures, Cox Enterprises, OMERS Ventures",5,0
CommerceIQ,1,21/03/2022,Artificial Intelligence,Palo Alto,United States,North America,2012,0,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",10,0
Contrast Security,1,09/11/2021,Cybersecurity,Los Altos,United States,North America,2014,0,"Acero Capital, General Catalyst, M12",7,0
Darwinbox,1,25/01/2022,Internet software & services,Hyderabad,India,Asia,2015,0,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",7,0
Dental Monitoring,1,21/10/2021,Health,Paris,France,Europe,2014,0,"Vitruvian Partners, Merieux Equity Partners, Straumann",7,0
DianRong,1,02/08/2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,1,"Standard Chartered, FinSight Ventures, Affirma Capital",5,1
Drata,1,08/11/2021,Cybersecurity,San Diego,United States,North America,2020,0,"Cowboy Ventures, Leaders Fund, GGV Capital",1,0
DriveNets,1,27/01/2021,Internet software & services,Ra'anana,Israel,Asia,2015,0,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",6,0
Dune Analytics,1,02/02/2022,Data management & analytics,Oslo,Norway,Europe,2018,0,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",4,0
Dxy.cn,1,10/04/2018,Health,Hangzhou,China,Asia,2000,1,"Tencent Holdings, DCM Ventures",18,1
EBANX,1,16/10/2019,Fintech,Curitiba,Brazil,South America,2012,1,"FTV Capital, Endeavor",7,1
EcoFlow,1,10/06/2021,Hardware,Shenzhen,China,Asia,2017,0,"Delian Capital, China International Capital Corporation, Sequoia Capital China",4,0
Electric,1,29/03/2022,Cybersecurity,New York,United States,North America,2016,0,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",6,0
Emerging Markets Property Group,1,28/04/2020,Other,Dubai,United Arab Emirates,Asia,2015,0,"OLX Group, KCK Group, EXOR Seeds",5,0
Esusu,1,27/01/2022,Fintech,New York,United States,North America,2015,0,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",7,0
Evidation,1,22/03/2021,Health,San Mateo,United States,North America,2012,0,"B Capital Group,, GE Ventures, McKesson Ventures",9,0
Expel,1,18/11/2021,Cybersecurity,Herndon,United States,North America,2016,0,"Paladin Capital Group, Greycroft, Scale Venture Partners",5,0
Fabric,1,26/10/2021,"Supply chain, logistics, & delivery",New York,United States,North America,2015,0,"Innovation Endeavors, Aleph, Temasek",6,0
Feedzai,1,24/03/2021,Artificial Intelligence,San Mateo,United States,North America,2009,0,"Global Founders Capital, Shea Ventures, Greycroft",12,0
Fever Labs,1,26/01/2022,Internet software & services,New York,United States,North America,2012,0,"Accel, 14W, GS Growth",10,0
Fiture,1,14/04/2021,Health,Chengdu,China,Asia,2019,0,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2,0
FLASH,1,16/03/2022,Fintech,Austin,United States,North America,2011,0,"L Catterton, Trellis Partners, Vista Equity Partners",11,0
Flash Express,1,01/02/2021,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,0,"SCB 10X, Krungsri Finnovate, eWTP Capital",4,0
FlashEx,1,27/08/2018,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,0,"Prometheus Capital, Matrix Partners China, JD Capital Management",4,0
Fractal Analytics,1,05/01/2022,Data management & analytics,Mumbai,India,Asia,2000,1,"TPG Capital, Apax Partners, TA Associates",22,1
Freshbooks,1,10/08/2021,Fintech,Toronto,Canada,North America,2004,0,"Accomplice, Oak Investment Partners, Georgian Partners",17,0
FXiaoKe,1,02/07/2015,Mobile & telecommunications,Beijing,China,Asia,2011,0,"IDG Capital, Northern Light Venture Capital, DCM Ventures",4,0
Gauntlet Networks,1,07/03/2022,Fintech,New York,United States,North America,2018,0,"Polychain Capital, Paradigm, Ribbit Capital",4,0
Geek+,1,21/11/2018,Hardware,Beijing,China,Asia,2015,0,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",3,0
Gelato,1,16/08/2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,0,"Greylock Partners, Google Ventures, BlackRock",14,0
Glia,1,21/03/2022,Fintech,New York,United States,North America,2012,0,"Wildcat Capital Management, Insight Partners, Tola Capital",10,0
GO1,1,19/07/2021,Internet software & services,Brisbane,Australia,Oceania,2015,0,"Y Combinator, M12, SEEK",6,0
Groq,1,14/04/2021,Artificial Intelligence,Mountain View,United States,North America,2016,0,"TDK Ventures, Social Capital, D1 Capital Partners",5,0
Hailo,1,12/10/2021,Artificial Intelligence,Tel Aviv,Israel,Asia,2017,0,"Glory Ventures, Maniv Mobility",4,0
Haomao.AI,1,22/12/2021,Artificial Intelligence,Beijing,China,Asia,2019,0,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2,0
Hasura,1,22/02/2022,Internet software & services,Bengaluru,India,Asia,2017,0,"Nexus Venture Partners, Vertex Ventures, STRIVE",5,0
HAYDON,1,24/09/2021,Consumer & retail,Shanghai,China,Asia,2020,0,"Tencent Holdings, Hillhouse Capital Management",1,0
Heyday,1,16/11/2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,1,"Khosla Ventures,General Catalyst, Victory Park Capital",4,1
HMD Global,1,21/05/2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,0,Ginko Ventures,2,0
Hotmart,1,17/03/2020,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,0,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",9,0
Huike Group,1,24/05/2018,Edtech,Beijing,China,Asia,2010,0,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",8,0
Human Interest,1,04/08/2021,Fintech,San Francisco,United States,North America,2015,0,"Wing Venture Capital, Slow Ventures, Uncork Capital",6,0
Ibotta,1,06/08/2019,Fintech,Denver,United States,North America,2011,0,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",8,0
iCarbonX,1,12/04/2016,Artificial Intelligence,Shenzhen,China,Asia,2015,0,"Tencent, Vcanbio",1,0
iFood,1,13/11/2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,1,"Movile, Just Eat, Naspers",7,1
InFarm,1,16/12/2021,Other,Berlin,Germany,Europe,2013,1,"Atomico, Hanaco Venture Capital, TriplePoint Capital",8,1
Infobip,1,30/07/2020,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,0,One Equity Partners,14,0
Injective Protocol,1,20/04/2021,Fintech,New York,United States,North America,2018,0,"Pantera Capital, Cadenza Ventures, BlockTower Capital",3,0
Intellifusion,1,22/03/2019,Artificial Intelligence,Shenzhen,China,Asia,2014,0,"BOC International, TopoScend Capital, Hongxiu VC",5,0
Interos,1,22/07/2021,Fintech,Arlington,United States,North America,2005,0,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",16,0
Iodine Software,1,01/12/2021,Data management & analytics,Austin,United States,North America,2010,0,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",11,0
JoyTunes,1,21/06/2021,Edtech,Tel Aviv,Israel,Asia,2011,0,"Genesis Partners, Aleph, Insight Partners",10,0
Kendra Scott,1,21/12/2016,Consumer & retail,Austin,United States,North America,2002,0,"Berkshire Partners, Norwest Venture Partners",14,0
Kitopi,1,01/07/2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,1,"CE-Ventures, BECO Capital, Nordstar",3,1
KnowBox,1,30/05/2019,Edtech,Beijing,China,Asia,2014,0,"TAL Education Group, Legend Star, Alibaba Group",5,0
Kopi Kenangan,1,27/12/2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,0,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",4,0
Lamabang,1,06/03/2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,0,"5Y Capital, Matrix Partners China, K2VC",4,0
LayerZero Labs,1,30/03/2022,Internet software & services,New York,United States,North America,2021,0,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1,0
Lessen,1,30/11/2021,Internet software & services,Scottsdale,United States,North America,2019,0,"Khosla Ventures, General Catalyst, Navitas Capital",2,0
LetsGetChecked,1,07/06/2021,Health,Dublin,Ireland,Europe,2015,0,"Optum Ventures, Qiming Venture Partners, Transformation Capital",6,0
Licious,1,05/10/2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,1,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",6,1
LinkDoc Technology,1,05/07/2018,Health,Beijing,China,Asia,2014,0,"China Investment Corporation, New Enterprise Associates",4,0
Locus Robotics,1,17/02/2021,Hardware,Wilmington,United States,North America,2014,0,"Scale Venture Partners, Bond, Tiger Global Management",7,0
Lookout,1,10/10/2013,Cybersecurity,San Francisco,United States,North America,2007,0,"Accel Partners, Greylock Partners, Lowercase Capital",6,0
Lydia,1,08/12/2021,Fintech,Paris,France,Europe,2011,0,"NewAlpha, XAnge Private Equity, Tencent Holdings",10,0
MadeiraMadeira,1,07/01/2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,0,"Flybridge Capital Partners, SoftBank Group, Monashees+",12,0
Maimai,1,15/11/2017,Mobile & telecommunications,Beijing,China,Asia,2013,0,"Morningside Venture Capital, IDG Capital, DCM Ventures",4,0
Mammoth Biosciences,1,09/09/2021,Health,Brisbane,United States,North America,2017,0,"NFX, Plum Alley, Mayfield",4,0
Masterworks,1,05/10/2021,Fintech,New York,United States,North America,2017,0,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",4,0
Maven Clinic,1,17/08/2021,Health,New York,United States,North America,2014,0,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",7,0
MediaMath,1,10/07/2018,Internet software & services,New York,United States,North America,2007,0,"Silicon Valley Bank, QED Investors, European Founders Fund",11,0
Meero,1,18/06/2019,Artificial Intelligence,Paris,France,Europe,2016,0,"Aglae Ventures, Global Founders Capital, Alven Capital",3,0
Mensa Brands,1,16/11/2021,Other,Bengaluru,India,Asia,2021,0,"Accel, Falcon Edge Capital, Norwest Venture Partners",0,0
Mia.com,1,08/09/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,0,"Sequoia Capital China, ZhenFund, K2 Ventures",4,0
Minio,1,26/01/2022,Data management & analytics,Palo Alto,United States,North America,2014,0,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",8,0
Mobvoi,1,06/04/2017,Consumer & retail,Beijing,China,Asia,2012,0,"Sequoia Capital China, SIG Asia Investments, ZhenFund",5,0
Moka,1,02/11/2021,Internet software & services,Beijing,China,Asia,2015,0,"GGV Capital, GSR Ventures, FreesFund",6,0
Momenta,1,17/10/2018,Artificial Intelligence,Beijing,China,Asia,2016,1,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2,1
Morning Consult,1,08/06/2021,Internet software & services,Washington DC,United States,North America,2014,0,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",7,0
Movile,1,12/07/2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,1,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",20,1
Mux,1,30/04/2021,Internet software & services,San Francisco,United States,North America,2015,0,"Accel, Cobalt Capital, Andreessen Horowitz",6,0
Nature's Fynd,1,19/07/2021,Other,Chicago,United States,North America,2012,1,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",9,1
Newlink Group,1,10/07/2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,1,"JOY Capital, NIO Capital, Blueflame Capital",4,1
News Break,1,07/01/2021,Internet software & services,Mountain View,United States,North America,2015,0,"IDG Capital, Francisco Partners, ZhenFund",6,0
Newsela,1,25/02/2021,Internet software & services,New York,United States,North America,2013,0,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",8,0
NIUM,1,13/07/2021,Fintech,,Singapore,Asia,2014,0,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",7,0
NoBroker,1,23/11/2021,Internet software & services,Bengaluru,India,Asia,2014,0,"General Atlantic, Elevation Capital, BEENEXT",7,0
Noname Security,1,15/12/2021,Cybersecurity,Palo Alto,United States,North America,2020,0,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1,0
Numbrs,1,22/08/2019,Fintech,Zurich,Switzerland,Europe,1999,0,"Investment Corporation of Dubai, Centralway",20,0
Omada Health,1,23/02/2022,Health,San Francisco,United States,North America,2011,0,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",11,0
Omio,1,23/10/2018,Travel,Berlin,Germany,Europe,2013,0,"Lakestar, Battery Ventures, New Enterprise Associates",5,0
ONE,1,08/12/2021,Internet software & services,,Singapore,Asia,2011,1,"Temasek, Guggenheim Investments, Qatar Investment Authority",10,1
OpenWeb,1,09/11/2021,Internet software & services,New York,United States,North America,2012,0,"Insight Partners, AltaIR Capital, Norma Investments",9,0
Orbbec Technology,1,21/05/2018,Hardware,Shenzhen,China,Asia,2013,0,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",5,0
Orca Bio,1,17/06/2020,Health,Menlo Park,United States,North America,2016,0,"Lightspeed Venture Partners, Data Collective, 8VC",4,0
Orchard,1,09/09/2021,Fintech,New York,United States,North America,2017,0,"Accomplice, Juxtapose, FirstMark Capital",4,0
Owkin,1,18/11/2021,Artificial Intelligence,New York,United States,North America,2016,0,"Google Ventures, Cathay Innovation, NJF Capital",5,0
PandaDoc,1,22/09/2021,Internet software & services,San Francisco,United States,North America,2016,0,"Rembrandt Venture Partners, M12, Altos Ventures",5,0
Pat McGrath Labs,1,16/07/2018,Consumer & retail,New York,United States,North America,2016,0,"One Luxury Group, Eurazeo",2,0
PatSnap,1,16/03/2021,Internet software & services,,Singapore,Asia,2007,0,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",14,0
Payhawk,1,14/02/2022,Fintech,London,United Kingdom,Europe,2018,0,"Earlybird Venture Capital, Eleven Ventures, QED Investors",4,0
Pentera,1,11/01/2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,0,"AWZ Ventures, Blackstone, Insight Partners",7,0
Pet Circle,1,06/12/2021,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,0,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",10,0
PicsArt,1,26/08/2021,Mobile & telecommunications,San Francisco,United States,North America,2011,0,"Sequoia Capital, DCM Ventures, Insight Partners",10,0
